seed,accuracy,macro_precision,macro_recall,macro_f1_score,weighted_precision,weighted_recall,weighted_f1_score
2,0.8196428571428571,0.8040253028206189,0.798937329306119,0.7985960176111364,0.8297069684524587,0.8196428571428571,0.8219109325637439
1,0.8169642857142857,0.7925675644458245,0.7934513309009157,0.7908448987077722,0.8253354279045904,0.8169642857142857,0.8191549628462689
0,0.8160714285714286,0.792101304158351,0.7893941627261388,0.7887126764074628,0.8248249388431648,0.8160714285714286,0.8184619588822979
