seed,accuracy,macro_precision,macro_recall,macro_f1_score,weighted_precision,weighted_recall,weighted_f1_score,structure_sparsity,feature_sparsity
0,0.3991071428571429,0.23162005266357588,0.2632447978236914,0.20621585557299843,0.3933750424651483,0.3991071428571429,0.34763166699372056,0.709939879759519,0.5105373342637822
